interval_begin;interval_end;interval_haltingDurationSum;interval_id;interval_intervalHaltingDurationSum;interval_jamLengthInMetersSum;interval_jamLengthInVehiclesSum;interval_maxHaltingDuration;interval_maxIntervalHaltingDuration;interval_maxJamLengthInMeters;interval_maxJamLengthInVehicles;interval_maxOccupancy;interval_maxVehicleNumber;interval_meanHaltingDuration;interval_meanIntervalHaltingDuration;interval_meanMaxJamLengthInMeters;interval_meanMaxJamLengthInVehicles;interval_meanOccupancy;interval_meanSpeed;interval_meanTimeLoss;interval_meanVehicleNumber;interval_nVehEntered;interval_nVehLeft;interval_nVehSeen;interval_sampledSeconds;interval_startedHalts
0.00;40.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.26;12.47;2.12;0.78;2;2;2;31.00;0.00
0.00;40.00;0.00;id_-E3_2;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.15;9.02;3.08;0.45;2;2;2;18.00;0.00
40.00;80.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.06;13.22;1.83;5.72;5;2;9;229.00;0.00
40.00;80.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.19;13.48;0.20;0.53;3;3;4;21.00;0.00
40.00;80.00;0.00;id_E0_2;0.00;0.00;0;0.00;0.00;0.00;0;0.36;1;0.00;0.00;0.00;0.00;0.05;6.83;3.08;0.15;1;1;1;6.00;0.00
40.00;80.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.43;12.68;1.89;5.28;4;1;8;211.00;0.00
40.00;80.00;0.00;id_-E1_1;0.00;0.00;0;0.00;0.00;0.00;0;0.92;2;0.00;0.00;0.00;0.00;0.26;12.38;1.26;0.57;2;3;3;23.00;0.00
40.00;80.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.25;13.67;2.01;0.55;1;0;1;22.00;0.00
40.00;80.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.67;12.17;1.60;3.30;3;2;6;132.00;0.00
40.00;80.00;4.00;id_-E2_1;4.00;15.00;3;4.00;4.00;5.00;1;1.01;2;4.00;4.00;0.38;0.07;0.80;10.88;2.88;1.57;4;2;4;63.00;1.00
40.00;80.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.18;11.81;0.57;0.35;1;0;1;14.00;0.00
40.00;80.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.23;12.71;1.19;3.65;3;2;6;146.00;0.00
40.00;80.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.19;12.59;0.25;0.55;4;3;4;22.00;0.00
40.00;80.00;0.00;id_-E3_2;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.05;7.03;2.59;0.15;1;1;1;6.00;0.00
80.00;120.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.07;13.33;1.65;5.78;2;5;9;230.04;0.00
80.00;120.00;4.00;id_E0_1;4.00;15.00;3;4.00;4.00;5.00;1;1.44;4;4.00;4.00;0.38;0.07;0.75;12.88;1.20;2.08;6;3;7;83.00;1.00
80.00;120.00;12.00;id_E0_2;12.00;55.00;11;12.00;12.00;5.00;1;1.08;3;12.00;12.00;1.38;0.28;0.46;8.52;5.05;1.27;4;2;4;51.00;1.00
80.00;120.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.46;12.66;1.44;5.40;3;4;10;215.78;0.00
80.00;120.00;17.00;id_-E1_1;17.00;80.00;16;17.00;17.00;5.00;1;1.38;3;17.00;17.00;2.00;0.40;0.84;7.93;6.57;1.82;4;2;4;73.00;1.00
80.00;120.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.02;3.35;1.73;0.07;0;1;1;2.41;0.00
80.00;120.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.45;11.39;1.78;2.92;2;3;6;116.47;0.00
80.00;120.00;44.00;id_-E2_1;40.00;200.00;40;44.00;40.00;5.00;1;2.03;4;44.00;40.00;5.00;1.00;1.29;7.22;11.47;2.55;2;1;4;102.00;0.00
80.00;120.00;32.00;id_-E2_2;32.00;155.00;31;32.00;32.00;5.00;1;0.51;1;32.00;32.00;3.88;0.78;0.51;2.09;33.20;1.00;0;0;1;40.00;1.00
80.00;120.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.10;11.89;1.21;3.27;1;1;5;131.00;0.00
80.00;120.00;13.00;id_-E3_1;13.00;60.00;12;13.00;13.00;5.00;1;0.67;2;13.00;13.00;1.50;0.30;0.47;10.95;5.22;1.40;2;2;3;56.00;1.00
80.00;120.00;7.00;id_-E3_2;7.00;30.00;6;7.00;7.00;5.00;1;0.67;2;7.00;7.00;0.75;0.15;0.29;9.52;6.01;0.88;2;1;2;35.00;1.00
120.00;160.00;1.00;id_E0_0;1.00;0.00;0;1.00;1.00;0.00;0;2.52;7;1.00;1.00;0.00;0.00;1.92;13.50;1.56;5.38;7;5;11;214.32;1.00
120.00;160.00;5.00;id_E0_1;1.00;5.00;1;5.00;1.00;5.00;1;1.44;4;5.00;1.00;0.12;0.03;0.52;13.59;0.59;1.48;4;8;8;58.79;0.00
120.00;160.00;74.00;id_E0_2;62.00;357.54;61;52.00;40.00;12.52;2;1.44;4;37.00;31.00;8.94;1.52;0.97;5.14;13.71;2.70;3;1;5;108.00;1.00
120.00;160.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.58;12.70;1.94;5.62;3;3;9;224.93;0.00
120.00;160.00;113.00;id_-E1_1;96.00;605.27;94;57.00;40.00;20.00;3;1.84;4;37.67;32.00;15.13;2.35;1.53;3.16;20.31;3.33;3;1;5;133.00;2.00
120.00;160.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
120.00;160.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.90;12.86;2.08;3.75;2;1;5;150.00;0.00
120.00;160.00;45.00;id_-E2_1;1.00;5.00;1;45.00;1.00;5.00;1;1.52;3;45.00;1.00;0.12;0.03;0.47;9.47;2.27;1.00;2;3;5;38.96;0.00
120.00;160.00;72.00;id_-E2_2;40.00;200.00;40;72.00;40.00;5.00;1;0.51;1;72.00;40.00;5.00;1.00;0.51;0.00;40.00;1.00;0;0;1;40.00;0.00
120.00;160.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;0.83;12.85;0.74;2.52;3;6;7;100.16;0.00
120.00;160.00;53.00;id_-E3_1;40.00;200.00;40;53.00;40.00;5.00;1;1.01;3;53.00;40.00;5.00;1.00;0.70;6.45;6.00;2.08;6;4;7;83.00;0.00
120.00;160.00;47.00;id_-E3_2;40.00;200.00;40;47.00;40.00;5.00;1;0.67;2;47.00;40.00;5.00;1.00;0.53;3.73;14.61;1.57;2;1;3;63.00;0.00
160.00;200.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.34;13.01;2.31;6.50;3;3;9;260.00;0.00
160.00;200.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.26;12.95;0.33;0.72;4;3;4;29.00;0.00
160.00;200.00;77.00;id_E0_2;3.00;17.50;3;53.00;2.00;12.50;2;1.44;4;38.50;1.50;0.44;0.07;0.40;9.37;2.44;1.25;3;5;7;47.58;0.00
160.00;200.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.49;12.82;1.59;5.47;2;3;8;218.20;0.00
160.00;200.00;264.00;id_-E1_1;151.00;1010.29;148;97.00;40.00;35.01;5;2.76;6;44.00;25.17;25.26;3.70;2.28;2.60;22.86;4.95;3;1;7;198.00;3.00
160.00;200.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
160.00;200.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.72;13.83;1.67;3.45;2;3;6;137.48;0.00
160.00;200.00;44.00;id_-E2_1;44.00;217.51;42;40.00;40.00;12.51;2;1.52;3;22.00;22.00;5.44;1.05;0.93;4.54;12.18;1.82;2;2;4;73.00;2.00
160.00;200.00;73.00;id_-E2_2;1.00;5.00;1;73.00;1.00;5.00;1;0.51;1;73.00;1.00;0.12;0.03;0.03;1.90;2.50;0.10;0;1;1;3.15;0.00
160.00;200.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.55;12.41;1.55;1.62;1;0;2;65.00;0.00
160.00;200.00;93.00;id_-E3_1;40.00;200.00;40;93.00;40.00;5.00;1;1.35;4;93.00;40.00;5.00;1.00;0.59;5.90;10.26;1.75;1;3;4;70.00;0.00
160.00;200.00;133.00;id_-E3_2;86.00;522.72;83;87.00;40.00;27.63;4;1.68;5;33.25;21.50;13.07;2.08;1.24;4.81;16.22;3.67;4;1;6;147.00;3.00
200.00;240.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.16;6;0.00;0.00;0.00;0.00;2.03;12.24;1.89;5.70;4;4;10;226.82;0.00
200.00;240.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.34;13.38;0.44;0.95;3;3;4;38.00;0.00
200.00;240.00;19.00;id_E0_2;19.00;90.00;18;19.00;19.00;5.00;1;1.08;3;19.00;19.00;2.25;0.45;0.60;8.73;6.21;1.65;2;2;4;66.00;1.00
200.00;240.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.40;12.48;1.75;5.30;4;4;9;210.69;0.00
200.00;240.00;282.00;id_-E1_1;19.00;130.47;19;98.00;6.00;35.00;5;2.76;6;56.40;3.80;3.26;0.47;0.88;8.13;3.79;2.10;3;8;9;81.30;0.00
200.00;240.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
200.00;240.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.58;13.88;1.48;3.15;3;2;6;125.80;0.00
200.00;240.00;138.00;id_-E2_1;94.00;597.58;93;80.00;40.00;20.03;3;2.03;4;46.00;31.33;14.94;2.33;1.56;2.91;24.72;3.08;2;1;4;123.00;1.00
200.00;240.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
200.00;240.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.67;13.53;0.63;2.00;4;4;6;80.00;0.00
200.00;240.00;94.00;id_-E3_1;1.00;5.00;1;94.00;1.00;5.00;1;1.01;3;94.00;1.00;0.12;0.03;0.35;12.00;0.62;1.07;6;6;7;42.79;0.00
200.00;240.00;293.00;id_-E3_2;160.00;1100.12;160;127.00;40.00;27.50;4;1.68;5;73.25;40.00;27.50;4.00;1.45;0.73;23.34;4.33;2;2;7;173.00;0.00
240.00;280.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.22;7;0.00;0.00;0.00;0.00;1.91;12.36;1.48;5.35;4;4;10;213.11;0.00
240.00;280.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.73;12.39;0.86;2.02;4;4;5;81.00;0.00
240.00;280.00;95.00;id_E0_2;76.00;462.57;75;59.00;40.00;12.53;2;1.80;5;47.50;38.00;11.56;1.88;0.95;2.88;13.58;2.62;4;1;6;105.00;1.00
240.00;280.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.96;7;0.00;0.00;0.00;0.00;2.27;12.56;1.67;5.00;5;5;10;198.87;0.00
240.00;280.00;15.00;id_-E1_1;15.00;70.00;14;15.00;15.00;5.00;1;1.84;4;15.00;15.00;1.75;0.35;1.23;10.84;3.43;2.67;6;3;7;107.00;1.00
240.00;280.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.07;6.29;3.21;0.15;1;1;1;6.00;0.00
240.00;280.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.60;12.82;1.58;3.17;2;2;6;126.87;0.00
240.00;280.00;269.00;id_-E2_1;131.00;875.15;130;120.00;40.00;27.54;4;2.53;5;67.25;32.75;21.88;3.25;2.01;2.03;27.19;3.98;2;1;5;159.00;1.00
240.00;280.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
240.00;280.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.55;13.38;0.71;1.62;3;2;5;65.00;0.00
240.00;280.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.36;13.98;0.46;1.07;3;4;4;43.00;0.00
240.00;280.00;307.00;id_-E3_2;14.00;87.34;13;128.00;5.00;27.50;4;1.68;5;61.40;2.80;2.18;0.33;0.62;8.33;3.62;2.05;3;6;8;78.98;1.00
280.00;320.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.19;12.66;1.36;6.10;5;4;11;243.75;0.00
280.00;320.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.65;12.08;0.88;1.80;5;5;6;72.00;0.00
280.00;320.00;227.00;id_E0_2;132.00;867.72;129;99.00;40.00;27.57;4;2.16;6;45.40;26.40;21.69;3.23;1.63;3.06;20.04;4.53;2;2;7;181.00;3.00
280.00;320.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.14;12.66;2.04;4.67;1;3;6;186.89;0.00
280.00;320.00;110.00;id_-E1_1;95.00;597.59;93;55.00;40.00;20.02;3;3.22;7;36.67;31.67;14.94;2.33;2.24;6.56;15.33;4.88;3;0;7;195.00;2.00
280.00;320.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
280.00;320.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.78;12.69;1.62;3.55;2;2;6;141.52;0.00
280.00;320.00;288.00;id_-E2_1;19.00;112.21;18;121.00;6.00;27.50;4;2.03;4;57.60;3.80;2.81;0.45;0.73;6.39;5.31;1.60;2;5;6;61.47;1.00
280.00;320.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
280.00;320.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.11;13.23;1.34;3.30;3;2;6;132.00;0.00
280.00;320.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.29;12.35;1.07;0.85;4;3;4;34.00;0.00
280.00;320.00;61.00;id_-E3_2;60.00;342.56;59;41.00;40.00;12.53;2;1.01;3;30.50;30.00;8.56;1.48;0.72;3.72;21.65;2.15;1;1;3;86.00;1.00
320.00;360.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.50;12.62;1.48;7.00;7;6;14;278.71;0.00
320.00;360.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.50;12.06;0.55;1.38;6;6;7;55.00;0.00
320.00;360.00;413.00;id_E0_2;187.00;1295.16;186;139.00;40.00;35.01;5;2.16;6;82.60;37.40;32.38;4.65;1.99;1.70;27.40;5.53;2;1;7;221.00;1.00
320.00;360.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.30;5;0.00;0.00;0.00;0.00;1.94;12.33;1.94;4.25;4;2;7;169.98;0.00
320.00;360.00;117.00;id_-E1_1;7.00;42.50;7;56.00;4.00;20.00;3;3.22;7;39.00;2.33;1.06;0.17;1.37;12.41;2.16;3.10;2;7;9;122.24;0.00
320.00;360.00;7.00;id_-E1_2;7.00;30.00;6;7.00;7.00;5.00;1;0.46;1;7.00;7.00;0.75;0.15;0.33;9.28;9.08;0.72;1;0;1;29.00;1.00
320.00;360.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.78;12.76;1.56;3.55;3;2;7;141.25;0.00
320.00;360.00;53.00;id_-E2_1;48.00;252.65;47;45.00;40.00;12.61;2;1.52;3;26.50;24.00;6.32;1.18;0.98;4.17;17.45;1.93;2;1;3;77.00;1.00
320.00;360.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
320.00;360.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.24;13.61;1.12;3.67;2;3;6;147.00;0.00
320.00;360.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.28;13.70;0.30;0.82;4;4;5;33.00;0.00
320.00;360.00;158.00;id_-E3_2;97.00;620.15;96;81.00;40.00;20.07;3;1.68;5;52.67;32.33;15.50;2.40;1.18;3.41;17.61;3.50;4;1;6;140.00;1.00
360.00;400.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;9;0.00;0.00;0.00;0.00;2.63;13.17;1.60;7.35;3;4;11;293.65;0.00
360.00;400.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.33;13.04;0.38;0.93;4;4;5;37.00;0.00
360.00;400.00;434.00;id_E0_2;21.00;135.63;20;140.00;7.00;35.00;5;2.46;7;72.33;3.50;3.39;0.50;0.80;7.11;4.27;2.45;4;9;10;94.25;1.00
360.00;400.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.40;12.84;1.67;5.28;3;2;8;210.20;0.00
360.00;400.00;56.00;id_-E1_1;56.00;312.52;54;38.00;38.00;12.50;2;1.38;3;28.00;28.00;7.81;1.35;1.06;4.39;16.58;2.30;2;2;4;92.00;2.00
360.00;400.00;47.00;id_-E1_2;40.00;200.00;40;47.00;40.00;5.00;1;0.46;1;47.00;40.00;5.00;1.00;0.46;0.00;40.00;1.00;0;0;1;40.00;0.00
360.00;400.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.79;12.10;1.71;3.58;2;3;7;142.67;0.00
360.00;400.00;146.00;id_-E2_1;93.00;582.55;91;85.00;40.00;20.00;3;2.03;4;36.50;23.25;14.56;2.27;1.56;2.82;19.50;3.08;3;1;5;123.00;2.00
360.00;400.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.08;7.46;2.82;0.15;1;1;1;6.00;0.00
360.00;400.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.08;13.17;1.41;3.23;2;4;5;128.86;0.00
360.00;400.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.39;13.56;0.53;1.15;4;3;5;46.00;0.00
360.00;400.00;309.00;id_-E3_2;151.00;1017.72;149;121.00;40.00;35.03;5;2.02;6;61.80;30.20;25.44;3.73;1.62;2.64;22.59;4.83;2;2;7;193.00;2.00
400.00;440.00;1.00;id_E0_0;1.00;0.00;0;1.00;1.00;0.00;0;3.25;9;1.00;1.00;0.00;0.00;2.26;13.16;1.56;6.35;5;6;12;252.88;1.00
400.00;440.00;14.00;id_E0_1;14.00;65.00;13;14.00;14.00;5.00;1;1.44;4;14.00;14.00;1.62;0.33;0.79;10.76;3.20;2.20;5;5;6;88.00;1.00
400.00;440.00;21.00;id_E0_2;21.00;100.00;20;21.00;21.00;5.00;1;1.08;3;21.00;21.00;2.50;0.50;0.50;6.96;6.70;1.40;3;1;4;56.00;1.00
400.00;440.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.51;12.58;2.03;5.53;3;4;9;220.12;0.00
400.00;440.00;140.00;id_-E1_1;84.00;522.61;83;78.00;40.00;20.07;3;2.30;5;46.67;28.00;13.07;2.08;1.60;4.46;18.49;3.48;3;1;5;139.00;1.00
400.00;440.00;48.00;id_-E1_2;1.00;5.00;1;48.00;1.00;5.00;1;0.46;1;48.00;1.00;0.12;0.03;0.02;2.02;2.38;0.07;0;1;1;2.98;0.00
400.00;440.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;2.04;12.70;1.58;4.03;3;2;7;161.00;0.00
400.00;440.00;275.00;id_-E2_1;130.00;867.80;129;125.00;40.00;27.70;4;3.04;6;68.75;32.50;21.69;3.23;2.33;3.54;19.41;4.60;3;2;7;184.00;1.00
400.00;440.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
400.00;440.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.61;13.15;0.75;1.80;3;2;4;72.00;0.00
400.00;440.00;31.00;id_-E3_1;31.00;150.00;30;31.00;31.00;5.00;1;1.01;3;31.00;31.00;3.75;0.75;0.64;7.76;5.76;1.90;4;4;6;76.00;1.00
400.00;440.00;330.00;id_-E3_2;21.00;138.71;20;123.00;6.00;36.01;5;1.68;5;55.00;3.50;3.47;0.50;0.55;6.55;5.23;1.77;2;6;7;69.56;1.00
440.00;480.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.16;6;0.00;0.00;0.00;0.00;1.99;12.92;1.61;5.58;5;6;11;221.98;0.00
440.00;480.00;15.00;id_E0_1;1.00;5.00;1;15.00;1.00;5.00;1;1.08;3;15.00;1.00;0.12;0.03;0.45;12.70;0.88;1.30;5;4;6;51.23;0.00
440.00;480.00;105.00;id_E0_2;84.00;515.07;82;61.00;40.00;20.02;3;1.44;4;35.00;28.00;12.88;2.05;1.19;4.00;18.95;3.30;2;2;5;132.00;2.00
440.00;480.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.43;12.02;1.98;5.33;3;2;8;212.22;0.00
440.00;480.00;312.00;id_-E1_1;172.00;1167.75;169;118.00;40.00;35.04;5;2.76;6;52.00;28.67;29.19;4.22;2.38;1.88;25.84;5.17;3;2;7;207.00;3.00
440.00;480.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
440.00;480.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.78;13.15;2.05;3.58;2;4;7;141.92;0.00
